trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1232,False,"{'a': 0.5, 'e': 0.29152881976073036}",35,21,15.478986479221835,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1233,False,"{'a': 0.5, 'e': 0.2912372909409696}",25,10,23.688928957952196,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.5, 'e': 0.2909460536500286}",25,15,-36.91460169824322,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 1}",1
1235,False,"{'a': 0.5, 'e': 0.2906551075963786}",20,4,11.609212563362878,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
1236,False,"{'a': 0.5, 'e': 0.2903644524887822}",30,10,42.60489302094276,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.5, 'e': 0.2900740880362934}",20,8,11.847212571274236,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.5, 'e': 0.28978401394825715}",20,10,-22.33424598124774,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1239,False,"{'a': 0.5, 'e': 0.2894942299343089}",30,2,3.0875837008254097,"{0: 23, 1: 3, 2: 2, 3: 0, 4: 0}",1
1240,False,"{'a': 0.5, 'e': 0.2892047357043746}",30,17,-9.454849482134508,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
1241,False,"{'a': 0.5, 'e': 0.28891553096867023}",20,-35,-63.737815852503005,"{0: 43, 1: 1, 2: 10, 3: 0, 4: 1}",0
1242,False,"{'a': 0.5, 'e': 0.2886266154377016}",20,11,-35.95557971001254,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
1243,False,"{'a': 0.5, 'e': 0.28833798882226386}",20,-25,66.08857733065256,"{0: 42, 1: 3, 2: 0, 3: 0, 4: 0}",0
1244,False,"{'a': 0.5, 'e': 0.2880496508334416}",25,11,-0.4563558765006648,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
1245,False,"{'a': 0.5, 'e': 0.28776160118260813}",25,20,11.31730798524295,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.5, 'e': 0.2874738395814255}",25,11,-80.33192674424927,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
1247,False,"{'a': 0.5, 'e': 0.2871863657418441}",20,15,11.502962360157039,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1248,False,"{'a': 0.5, 'e': 0.28689917937610226}",20,-2,-106.54515218084997,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 3}",0
1249,False,"{'a': 0.5, 'e': 0.2866122801967262}",20,14,12.90360002970296,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.5, 'e': 0.28632566791652947}",20,12,15.32108868914501,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1251,False,"{'a': 0.5, 'e': 0.28603934224861294}",20,2,22.740542800227594,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1252,False,"{'a': 0.5, 'e': 0.2857533029063643}",20,6,13.740288926334374,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1253,False,"{'a': 0.5, 'e': 0.28546754960345794}",25,10,23.988856319728107,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1254,False,"{'a': 0.5, 'e': 0.2851820820538545}",25,5,26.88020993352106,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1255,False,"{'a': 0.5, 'e': 0.2848968999718006}",20,5,1.9068118335671476,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
1256,False,"{'a': 0.5, 'e': 0.2846120030718288}",30,7,-33.57083063311643,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
1257,False,"{'a': 0.5, 'e': 0.284327391068757}",30,7,27.889103216949348,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.5, 'e': 0.2840430636776882}",20,5,-15.730197463741025,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1259,False,"{'a': 0.5, 'e': 0.28375902061401054}",20,-1,19.12800064296983,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
1260,False,"{'a': 0.5, 'e': 0.28347526159339653}",25,12,26.633618219396187,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1261,False,"{'a': 0.5, 'e': 0.28319178633180314}",20,-11,43.644258957783975,"{0: 29, 1: 1, 2: 1, 3: 0, 4: 0}",0
1262,False,"{'a': 0.5, 'e': 0.28290859454547135}",30,16,27.964731723977433,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.5, 'e': 0.28262568595092585}",20,-1,33.63058508248345,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.5, 'e': 0.2823430602649749}",30,18,23.768709031380276,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'a': 0.5, 'e': 0.28206071720470993}",20,0,4.975202590046667,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
1266,False,"{'a': 0.5, 'e': 0.2817786564875052}",25,20,8.408133365502046,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.5, 'e': 0.28149687783101773}",20,12,-3.1443019980994764,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1268,False,"{'a': 0.5, 'e': 0.2812153809531867}",20,-8,37.80712302671224,"{0: 26, 1: 2, 2: 0, 3: 0, 4: 0}",0
1269,False,"{'a': 0.5, 'e': 0.28093416557223355}",35,15,-6.122713627617951,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
1270,False,"{'a': 0.5, 'e': 0.2806532314066613}",20,8,14.05252713904917,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1271,False,"{'a': 0.5, 'e': 0.2803725781752547}",30,16,6.474168310785705,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1272,False,"{'a': 0.5, 'e': 0.2800922055970794}",30,12,3.650659391831822,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
1273,False,"{'a': 0.5, 'e': 0.2798121133914823}",30,15,5.120847122072668,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1274,False,"{'a': 0.5, 'e': 0.2795323012780908}",25,8,4.991233570994886,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1275,False,"{'a': 0.5, 'e': 0.2792527689768127}",35,13,-17.5777105447711,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
1276,False,"{'a': 0.5, 'e': 0.2789735162078359}",20,2,-15.482802925743165,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
1277,False,"{'a': 0.5, 'e': 0.2786945426916281}",35,1,10.391629968680707,"{0: 30, 1: 0, 2: 4, 3: 0, 4: 0}",1
1278,False,"{'a': 0.5, 'e': 0.27841584814893644}",20,-1,1.3895215513478374,"{0: 18, 1: 2, 2: 0, 3: 1, 4: 0}",1
1279,False,"{'a': 0.5, 'e': 0.2781374323007875}",20,3,-3.664847715891981,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
1280,False,"{'a': 0.5, 'e': 0.27785929486848676}",20,13,1.9469138555134162,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1281,False,"{'a': 0.5, 'e': 0.27758143557361825}",30,18,18.05232139051985,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.5, 'e': 0.27730385413804465}",20,-2,2.844927425881254,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",0
1283,False,"{'a': 0.5, 'e': 0.2770265502839066}",20,12,-8.487572171354131,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1284,False,"{'a': 0.5, 'e': 0.2767495237336227}",25,13,20.25621379561564,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'a': 0.5, 'e': 0.2764727742098891}",20,6,0.13327653730338573,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1286,False,"{'a': 0.5, 'e': 0.2761963014356792}",25,17,-4.540278239527565,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1287,False,"{'a': 0.5, 'e': 0.27592010513424353}",20,9,20.67325319895094,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1288,False,"{'a': 0.5, 'e': 0.2756441850291093}",20,9,-46.54828483633495,"{0: 6, 1: 1, 2: 3, 3: 1, 4: 0}",1
1289,False,"{'a': 0.5, 'e': 0.2753685408440802}",25,11,-37.79673196846515,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1290,False,"{'a': 0.5, 'e': 0.2750931723032361}",30,0,-8.656728317451831,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",1
1291,False,"{'a': 0.5, 'e': 0.27481807913093287}",20,5,-11.505550851319374,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
1292,False,"{'a': 0.5, 'e': 0.27454326105180193}",20,12,-26.534931446720655,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1293,False,"{'a': 0.5, 'e': 0.2742687177907501}",20,10,4.065379448146312,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1294,False,"{'a': 0.5, 'e': 0.2739944490729594}",25,18,10.074553209891608,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1295,False,"{'a': 0.5, 'e': 0.27372045462388644}",30,-7,18.794849113169327,"{0: 34, 1: 0, 2: 2, 3: 1, 4: 0}",0
1296,False,"{'a': 0.5, 'e': 0.2734467341692626}",20,13,12.267546657344086,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1297,False,"{'a': 0.5, 'e': 0.27317328743509334}",20,15,10.924808165836685,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'a': 0.5, 'e': 0.27290011414765825}",25,13,8.276732379454026,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1299,False,"{'a': 0.5, 'e': 0.2726272140335106}",20,6,-28.823887508950083,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1300,False,"{'a': 0.5, 'e': 0.27235458681947705}",20,0,33.39274262434459,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.5, 'e': 0.2720822322326576}",30,1,16.818422754285,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 0}",1
1302,False,"{'a': 0.5, 'e': 0.2718101500004249}",20,8,15.68748595261788,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.5, 'e': 0.27153833985042447}",30,4,33.350356394185276,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
1304,False,"{'a': 0.5, 'e': 0.27126680151057403}",25,12,14.034074779735764,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'a': 0.5, 'e': 0.27099553470906346}",25,-1,-29.840962659474723,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 1}",1
1306,False,"{'a': 0.5, 'e': 0.2707245391743544}",20,1,0.5963114984964291,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
1307,False,"{'a': 0.5, 'e': 0.27045381463518003}",20,-3,19.14732951944596,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",0
1308,False,"{'a': 0.5, 'e': 0.27018336082054484}",20,2,-31.954528026527157,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 0}",1
1309,False,"{'a': 0.5, 'e': 0.2699131774597243}",20,3,-3.6559585260667715,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
1310,False,"{'a': 0.5, 'e': 0.2696432642822646}",30,13,-42.12805474335901,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
1311,False,"{'a': 0.5, 'e': 0.26937362101798235}",20,5,27.79907802194609,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1312,False,"{'a': 0.5, 'e': 0.26910424739696437}",20,7,14.939098826814844,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1313,False,"{'a': 0.5, 'e': 0.2688351431495674}",20,1,-51.26809630718948,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
1314,False,"{'a': 0.5, 'e': 0.26856630800641784}",35,20,-4.8738554091426005,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1315,False,"{'a': 0.5, 'e': 0.2682977416984114}",20,0,8.790677388689708,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1316,False,"{'a': 0.5, 'e': 0.268029443956713}",25,7,38.058127409320804,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'a': 0.5, 'e': 0.2677614145127563}",20,-2,-47.85967654742254,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 2}",0
1318,False,"{'a': 0.5, 'e': 0.2674936530982436}",30,14,32.119203221131855,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'a': 0.5, 'e': 0.26722615944514533}",20,12,4.064571327872138,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1320,False,"{'a': 0.5, 'e': 0.2669589332857002}",20,9,0.6893370932908645,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1321,False,"{'a': 0.5, 'e': 0.2666919743524145}",25,3,26.200062395287773,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1322,False,"{'a': 0.5, 'e': 0.26642528237806207}",20,-7,-20.83503846286117,"{0: 22, 1: 1, 2: 2, 3: 2, 4: 0}",0
1323,False,"{'a': 0.5, 'e': 0.266158857095684}",25,8,-24.72513643951784,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1324,False,"{'a': 0.5, 'e': 0.2658926982385883}",25,12,-112.67198447960304,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 3}",1
1325,False,"{'a': 0.5, 'e': 0.26562680554034973}",25,13,23.016566808515346,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1326,False,"{'a': 0.5, 'e': 0.26536117873480936}",30,17,9.551790793358013,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1327,False,"{'a': 0.5, 'e': 0.26509581755607453}",25,10,12.749316775573083,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1328,False,"{'a': 0.5, 'e': 0.26483072173851846}",25,13,0.33510658608600297,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1329,False,"{'a': 0.5, 'e': 0.26456589101677996}",25,-7,0.3102298999718309,"{0: 28, 1: 0, 2: 3, 3: 1, 4: 0}",0
1330,False,"{'a': 0.5, 'e': 0.2643013251257632}",30,14,30.754435301172514,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.5, 'e': 0.2640370238006374}",25,16,-10.963994960224754,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
1332,False,"{'a': 0.5, 'e': 0.2637729867768368}",30,21,5.283848566539243,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1333,False,"{'a': 0.5, 'e': 0.26350921379006}",25,3,-16.14763021241405,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
1334,False,"{'a': 0.5, 'e': 0.26324570457626995}",20,-1,-30.66360728174022,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
1335,False,"{'a': 0.5, 'e': 0.2629824588716937}",20,12,-8.473742146994049,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1336,False,"{'a': 0.5, 'e': 0.262719476412822}",20,15,8.061857573178868,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'a': 0.5, 'e': 0.2624567569364092}",20,3,-1.557623962162367,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
1338,False,"{'a': 0.5, 'e': 0.26219430017947276}",25,11,-17.293428530359904,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
1339,False,"{'a': 0.5, 'e': 0.2619321058792933}",30,10,-23.725635481374166,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
1340,False,"{'a': 0.5, 'e': 0.261670173773414}",30,21,6.5515400170961255,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1341,False,"{'a': 0.5, 'e': 0.2614085035996406}",30,18,11.95530149243732,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'a': 0.5, 'e': 0.26114709509604095}",20,10,7.9001511347066184,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1343,False,"{'a': 0.5, 'e': 0.2608859480009449}",25,12,25.133361796149906,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.5, 'e': 0.26062506205294395}",20,9,1.4686666060725355,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1345,False,"{'a': 0.5, 'e': 0.260364436990891}",20,0,-6.453752527806813,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
1346,False,"{'a': 0.5, 'e': 0.2601040725539001}",25,11,2.9773336661338625,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1347,False,"{'a': 0.5, 'e': 0.2598439684813462}",20,3,27.413825258429608,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1348,False,"{'a': 0.5, 'e': 0.2595841245128649}",20,7,-19.96720174852453,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
1349,False,"{'a': 0.5, 'e': 0.259324540388352}",30,22,16.764974045941436,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1350,False,"{'a': 0.5, 'e': 0.25906521584796366}",20,12,16.827946697057364,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.5, 'e': 0.2588061506321157}",25,11,31.758809022338152,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.5, 'e': 0.2585473444814836}",20,6,21.824938282570432,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.5, 'e': 0.2582887971370021}",20,10,19.413481813344756,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.5, 'e': 0.2580305083398651}",25,15,16.883316587856275,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'a': 0.5, 'e': 0.2577724778315252}",25,7,26.58339197311746,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.5, 'e': 0.25751470535369364}",25,7,9.105569126631307,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1357,False,"{'a': 0.5, 'e': 0.25725719064833996}",20,7,7.378422052134544,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1358,False,"{'a': 0.5, 'e': 0.2569999334576916}",20,2,-113.16637442523408,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 3}",1
1359,False,"{'a': 0.5, 'e': 0.25674293352423394}",20,-3,28.314158593466914,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",0
1360,False,"{'a': 0.5, 'e': 0.2564861905907097}",20,10,-7.219539117016333,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1361,False,"{'a': 0.5, 'e': 0.256229704400119}",35,-24,7.024686064081844,"{0: 51, 1: 1, 2: 6, 3: 1, 4: 0}",0
1362,False,"{'a': 0.5, 'e': 0.25597347469571885}",25,7,-1.2081048313286527,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
1363,False,"{'a': 0.5, 'e': 0.25571750122102316}",20,14,6.793512725911448,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1364,False,"{'a': 0.5, 'e': 0.25546178371980216}",20,10,18.71905148721673,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'a': 0.5, 'e': 0.25520632193608234}",25,3,16.43660834970794,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1366,False,"{'a': 0.5, 'e': 0.25495111561414624}",20,7,-35.19210007584359,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1367,False,"{'a': 0.5, 'e': 0.2546961644985321}",20,0,-7.950194405600516,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
1368,False,"{'a': 0.5, 'e': 0.2544414683340336}",20,8,-2.440876806222268,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1369,False,"{'a': 0.5, 'e': 0.25418702686569955}",20,16,8.773545635457763,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'a': 0.5, 'e': 0.25393283983883386}",25,15,16.788293539535047,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.5, 'e': 0.25367890699899504}",25,15,-22.46281870560864,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1372,False,"{'a': 0.5, 'e': 0.253425228091996}",20,7,-21.729834807951434,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1373,False,"{'a': 0.5, 'e': 0.253171802863904}",25,5,27.394250303634195,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1374,False,"{'a': 0.5, 'e': 0.2529186310610401}",20,0,28.526125748396346,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1375,False,"{'a': 0.5, 'e': 0.2526657124299791}",20,14,9.791419109252006,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.5, 'e': 0.2524130467175491}",25,15,-29.754349969261835,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
1377,False,"{'a': 0.5, 'e': 0.2521606336708316}",30,-12,-53.6948891363243,"{0: 36, 1: 0, 2: 3, 3: 2, 4: 1}",0
1378,False,"{'a': 0.5, 'e': 0.25190847303716074}",30,16,15.512573837562853,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1379,False,"{'a': 0.5, 'e': 0.25165656456412355}",20,6,-35.719084784316976,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1380,False,"{'a': 0.5, 'e': 0.25140490799955945}",25,9,2.6926429971860824,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1381,False,"{'a': 0.5, 'e': 0.25115350309155987}",20,14,7.628763322435379,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1382,False,"{'a': 0.5, 'e': 0.2509023495884683}",20,5,-29.315591096979098,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
1383,False,"{'a': 0.5, 'e': 0.25065144723887983}",20,9,-14.555089749272497,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
1384,False,"{'a': 0.5, 'e': 0.25040079579164093}",25,15,-44.60196308357122,"{0: 6, 1: 3, 2: 0, 3: 0, 4: 1}",1
1385,False,"{'a': 0.5, 'e': 0.2501503949958493}",30,17,17.500233517605817,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.5, 'e': 0.24990024460085344}",20,-4,-70.7306483524329,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 2}",0
1387,False,"{'a': 0.5, 'e': 0.24965034435625258}",30,16,17.118083054524508,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1388,False,"{'a': 0.5, 'e': 0.24940069401189632}",25,8,24.607149512321815,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.5, 'e': 0.24915129331788444}",30,19,1.8609439456779242,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1390,False,"{'a': 0.5, 'e': 0.24890214202456656}",20,2,-23.546305596511182,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
1391,False,"{'a': 0.5, 'e': 0.248653239882542}",25,7,-15.836856765013723,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
1392,False,"{'a': 0.5, 'e': 0.24840458664265946}",30,10,-2.8706408543071533,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1393,False,"{'a': 0.5, 'e': 0.2481561820560168}",25,14,8.48854539255345,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1394,False,"{'a': 0.5, 'e': 0.2479080258739608}",30,16,-14.992526446316003,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1395,False,"{'a': 0.5, 'e': 0.24766011784808684}",20,-22,-43.20823056128129,"{0: 37, 1: 0, 2: 3, 3: 0, 4: 2}",0
1396,False,"{'a': 0.5, 'e': 0.24741245773023876}",30,21,4.18274268045287,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1397,False,"{'a': 0.5, 'e': 0.24716504527250852}",20,-19,-2.7848457029004026,"{0: 32, 1: 2, 2: 5, 3: 0, 4: 0}",0
1398,False,"{'a': 0.5, 'e': 0.24691788022723601}",25,15,20.16209996908933,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1399,False,"{'a': 0.5, 'e': 0.24667096234700878}",25,3,1.1735951572037502,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1400,False,"{'a': 0.5, 'e': 0.24642429138466176}",20,14,9.499211262065748,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1401,False,"{'a': 0.5, 'e': 0.2461778670932771}",20,11,17.816951073819208,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'a': 0.5, 'e': 0.24593168922618383}",20,-2,-20.542596898518084,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 1}",0
1403,False,"{'a': 0.5, 'e': 0.24568575753695765}",25,14,20.09299374201503,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1404,False,"{'a': 0.5, 'e': 0.2454400717794207}",20,13,4.756529768797723,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1405,False,"{'a': 0.5, 'e': 0.24519463170764128}",25,11,-17.0267227208536,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1406,False,"{'a': 0.5, 'e': 0.24494943707593364}",25,15,8.53578092785308,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1407,False,"{'a': 0.5, 'e': 0.24470448763885772}",25,16,17.17244179752983,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1408,False,"{'a': 0.5, 'e': 0.24445978315121886}",25,14,22.039264672907102,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1409,False,"{'a': 0.5, 'e': 0.24421532336806764}",20,10,14.609872130907283,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.5, 'e': 0.24397110804469957}",25,-25,-69.0855904526949,"{0: 41, 1: 1, 2: 4, 3: 3, 4: 1}",0
1411,False,"{'a': 0.5, 'e': 0.24372713693665488}",30,19,19.91322026724097,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1412,False,"{'a': 0.5, 'e': 0.24348340979971822}",20,-15,2.3202052522804815,"{0: 32, 1: 1, 2: 1, 3: 0, 4: 1}",0
1413,False,"{'a': 0.5, 'e': 0.2432399263899185}",20,6,-24.92695870277034,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
