trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
593,False,"{'a': 0.5, 'e': 0.5525028441531146}",25,5,-61.99721793358106,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",1
594,False,"{'a': 0.5, 'e': 0.5519503413089615}",25,8,11.053898349485593,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.5513983909676525}",20,16,8.286946235201345,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.5508469925766849}",20,15,2.0426443856434147,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.5, 'e': 0.5502961455841082}",25,2,-30.64628502080315,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 1}",1
598,False,"{'a': 0.5, 'e': 0.5497458494385241}",25,13,10.690747126234692,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
599,False,"{'a': 0.5, 'e': 0.5491961035890855}",25,20,8.55290228408763,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.5, 'e': 0.5486469074854965}",20,5,-34.19209793581625,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
601,False,"{'a': 0.5, 'e': 0.548098260578011}",25,-9,-65.01676718338578,"{0: 28, 1: 0, 2: 3, 3: 2, 4: 1}",0
602,False,"{'a': 0.5, 'e': 0.547550162317433}",25,-7,-86.53978874274745,"{0: 24, 1: 1, 2: 3, 3: 3, 4: 1}",0
603,False,"{'a': 0.5, 'e': 0.5470026121551156}",20,-45,-96.67362939169676,"{0: 52, 1: 3, 2: 7, 3: 1, 4: 2}",0
604,False,"{'a': 0.5, 'e': 0.5464556095429605}",20,15,-13.290611303373037,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
605,False,"{'a': 0.5, 'e': 0.5459091539334175}",25,17,-9.355381373100096,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
606,False,"{'a': 0.5, 'e': 0.5453632447794842}",25,14,-7.350906019134694,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
607,False,"{'a': 0.5, 'e': 0.5448178815347047}",25,9,-51.851822890262916,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
608,False,"{'a': 0.5, 'e': 0.54427306365317}",20,-2,-5.986144171783301,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",0
609,False,"{'a': 0.5, 'e': 0.5437287905895168}",25,15,20.894816436337923,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.5, 'e': 0.5431850617989273}",25,14,7.917194780140533,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
611,False,"{'a': 0.5, 'e': 0.5426418767371284}",20,16,7.8118707245264725,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.5, 'e': 0.5420992348603912}",25,-26,-50.20838423023942,"{0: 44, 1: 2, 2: 2, 3: 1, 4: 2}",0
613,False,"{'a': 0.5, 'e': 0.5415571356255309}",30,-5,-71.70408477706629,"{0: 22, 1: 5, 2: 7, 3: 1, 4: 0}",0
614,False,"{'a': 0.5, 'e': 0.5410155784899053}",20,-25,-144.79727860355575,"{0: 31, 1: 2, 2: 9, 3: 1, 4: 2}",0
615,False,"{'a': 0.5, 'e': 0.5404745629114154}",30,-36,-142.4049519594277,"{0: 51, 1: 5, 2: 6, 3: 1, 4: 3}",0
616,False,"{'a': 0.5, 'e': 0.539934088348504}",25,2,-0.0670281240738575,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
617,False,"{'a': 0.5, 'e': 0.5393941542601555}",20,-1,-72.87345551954829,"{0: 14, 1: 0, 2: 4, 3: 3, 4: 0}",1
618,False,"{'a': 0.5, 'e': 0.5388547601058953}",20,14,-31.624903741502138,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
619,False,"{'a': 0.5, 'e': 0.5383159053457894}",25,17,5.450376795951831,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
620,False,"{'a': 0.5, 'e': 0.5377775894404436}",25,-1,7.052776806889915,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 0}",1
621,False,"{'a': 0.5, 'e': 0.5372398118510032}",25,-4,7.8617667052975175,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 0}",0
622,False,"{'a': 0.5, 'e': 0.5367025720391522}",20,0,-43.34024515582455,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",1
623,False,"{'a': 0.5, 'e': 0.536165869467113}",20,-27,-128.0199780110297,"{0: 36, 1: 2, 2: 6, 3: 0, 4: 3}",0
624,False,"{'a': 0.5, 'e': 0.5356297035976458}",20,1,-51.93874101413423,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 0}",1
625,False,"{'a': 0.5, 'e': 0.5350940738940482}",25,11,11.444795150555125,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
626,False,"{'a': 0.5, 'e': 0.5345589798201541}",25,4,-58.64431523191049,"{0: 16, 1: 1, 2: 0, 3: 4, 4: 0}",1
627,False,"{'a': 0.5, 'e': 0.534024420840334}",25,13,-41.058193198980405,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
628,False,"{'a': 0.5, 'e': 0.5334903964194936}",20,-49,-104.38799080528588,"{0: 56, 1: 4, 2: 5, 3: 2, 4: 2}",0
629,False,"{'a': 0.5, 'e': 0.5329569060230741}",25,-37,-137.6020864838257,"{0: 45, 1: 5, 2: 8, 3: 3, 4: 1}",0
630,False,"{'a': 0.5, 'e': 0.532423949117051}",20,15,1.7576702745885098,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.5, 'e': 0.531891525167934}",20,-3,-1.8186184729982784,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 0}",0
632,False,"{'a': 0.5, 'e': 0.5313596336427661}",30,-66,-249.69149326272782,"{0: 69, 1: 9, 2: 12, 3: 2, 4: 4}",0
633,False,"{'a': 0.5, 'e': 0.5308282740091232}",20,-4,-3.7414108097183316,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 0}",0
634,False,"{'a': 0.5, 'e': 0.5302974457351142}",25,4,-3.9381595173559933,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 0}",1
635,False,"{'a': 0.5, 'e': 0.5297671482893791}",25,-13,-121.4495800531773,"{0: 31, 1: 0, 2: 1, 3: 4, 4: 2}",0
636,False,"{'a': 0.5, 'e': 0.5292373811410898}",20,-2,-67.60132117092031,"{0: 13, 1: 0, 2: 9, 3: 0, 4: 0}",0
637,False,"{'a': 0.5, 'e': 0.5287081437599487}",25,11,-37.71494064476579,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
638,False,"{'a': 0.5, 'e': 0.5281794356161887}",25,-5,-31.474648916908155,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
639,False,"{'a': 0.5, 'e': 0.5276512561805725}",25,2,-5.862459544480694,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 0}",1
640,False,"{'a': 0.5, 'e': 0.5271236049243919}",20,-16,-28.704353882446238,"{0: 29, 1: 1, 2: 5, 3: 1, 4: 0}",0
641,False,"{'a': 0.5, 'e': 0.5265964813194676}",30,7,3.281258992670719,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
642,False,"{'a': 0.5, 'e': 0.5260698848381481}",30,0,-80.99698451137455,"{0: 22, 1: 1, 2: 4, 3: 2, 4: 1}",1
643,False,"{'a': 0.5, 'e': 0.5255438149533099}",25,11,-14.012489167904244,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
644,False,"{'a': 0.5, 'e': 0.5250182711383566}",30,16,-32.10653579146924,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 0}",1
645,False,"{'a': 0.5, 'e': 0.5244932528672183}",35,-3,-90.43200308527221,"{0: 30, 1: 1, 2: 5, 3: 0, 4: 2}",0
646,False,"{'a': 0.5, 'e': 0.5239687596143511}",30,8,-12.633785006170955,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
647,False,"{'a': 0.5, 'e': 0.5234447908547367}",30,-7,-123.42212741702883,"{0: 28, 1: 4, 2: 1, 3: 1, 4: 3}",0
648,False,"{'a': 0.5, 'e': 0.522921346063882}",30,-2,-81.17727845764568,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 2}",0
649,False,"{'a': 0.5, 'e': 0.522398424717818}",30,13,-11.448491032637858,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
650,False,"{'a': 0.5, 'e': 0.5218760262931003}",20,-14,-47.23875783073439,"{0: 29, 1: 1, 2: 1, 3: 2, 4: 1}",0
651,False,"{'a': 0.5, 'e': 0.5213541502668072}",30,19,20.6882168988304,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.5, 'e': 0.5208327961165404}",35,19,-13.586181936243799,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
653,False,"{'a': 0.5, 'e': 0.5203119633204238}",25,-8,-45.623157934405874,"{0: 28, 1: 0, 2: 3, 3: 1, 4: 1}",0
654,False,"{'a': 0.5, 'e': 0.5197916513571034}",30,-30,-179.3185512274734,"{0: 45, 1: 4, 2: 5, 3: 3, 4: 3}",0
655,False,"{'a': 0.5, 'e': 0.5192718597057463}",30,11,-43.01635211898946,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
656,False,"{'a': 0.5, 'e': 0.5187525878460405}",25,12,-48.40397770107152,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 1}",1
657,False,"{'a': 0.5, 'e': 0.5182338352581944}",25,-7,-44.23323867396982,"{0: 26, 1: 1, 2: 2, 3: 3, 4: 0}",0
658,False,"{'a': 0.5, 'e': 0.5177156014229363}",20,-9,20.145594057095288,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 0}",0
659,False,"{'a': 0.5, 'e': 0.5171978858215134}",25,9,-13.142686077577618,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
660,False,"{'a': 0.5, 'e': 0.5166806879356919}",20,-7,14.379756032010153,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 0}",0
661,False,"{'a': 0.5, 'e': 0.5161640072477562}",35,12,19.17976067824153,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
662,False,"{'a': 0.5, 'e': 0.5156478432405085}",20,-24,-89.634280271152,"{0: 37, 1: 1, 2: 3, 3: 0, 4: 3}",0
663,False,"{'a': 0.5, 'e': 0.515132195397268}",30,16,-27.323507990431043,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
664,False,"{'a': 0.5, 'e': 0.5146170632018707}",20,5,32.29560394436792,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.5, 'e': 0.5141024461386688}",25,18,13.484564719179483,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.5, 'e': 0.5135883436925301}",20,-11,-66.96617061435094,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 2}",0
667,False,"{'a': 0.5, 'e': 0.5130747553488376}",25,2,-36.66651649248322,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
668,False,"{'a': 0.5, 'e': 0.5125616805934888}",25,12,17.65213818781213,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.5, 'e': 0.5120491189128954}",20,1,-5.27383727596212,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
670,False,"{'a': 0.5, 'e': 0.5115370697939825}",20,6,-24.640689110564594,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
671,False,"{'a': 0.5, 'e': 0.5110255327241885}",25,11,18.863637719399104,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.5, 'e': 0.5105145071914643}",20,16,7.339248019023678,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.5, 'e': 0.5100039926842729}",25,14,-40.18709468338226,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
674,False,"{'a': 0.5, 'e': 0.5094939886915886}",20,-9,-83.45950465470393,"{0: 23, 1: 0, 2: 3, 3: 1, 4: 2}",0
675,False,"{'a': 0.5, 'e': 0.508984494702897}",30,14,27.71796331418519,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.5, 'e': 0.508475510208194}",30,21,16.103905581793036,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.5, 'e': 0.5079670346979859}",30,-20,-11.118861901336833,"{0: 41, 1: 1, 2: 8, 3: 0, 4: 0}",0
678,False,"{'a': 0.5, 'e': 0.5074590676632879}",20,-30,-65.00286768149375,"{0: 39, 1: 1, 2: 9, 3: 0, 4: 1}",0
679,False,"{'a': 0.5, 'e': 0.5069516085956246}",20,12,9.890160104112745,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.5, 'e': 0.506444656987029}",20,2,5.920240166022007,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
681,False,"{'a': 0.5, 'e': 0.505938212330042}",25,12,-69.09166699111627,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
682,False,"{'a': 0.5, 'e': 0.505432274117712}",30,7,-106.1362168953704,"{0: 17, 1: 1, 2: 1, 3: 2, 4: 2}",1
683,False,"{'a': 0.5, 'e': 0.5049268418435943}",20,15,-5.45965154751417,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
684,False,"{'a': 0.5, 'e': 0.5044219150017507}",30,3,-18.32093909768922,"{0: 22, 1: 0, 2: 5, 3: 0, 4: 0}",1
685,False,"{'a': 0.5, 'e': 0.5039174930867489}",25,15,-20.661313106637643,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
686,False,"{'a': 0.5, 'e': 0.5034135755936622}",20,-3,-50.25348305918621,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 0}",0
687,False,"{'a': 0.5, 'e': 0.5029101620180685}",20,12,15.70629158959714,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.5, 'e': 0.5024072518560504}",20,7,-22.981721837756126,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
689,False,"{'a': 0.5, 'e': 0.5019048446041944}",20,14,-0.3049653429790089,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
690,False,"{'a': 0.5, 'e': 0.5014029397595902}",25,5,29.943884343975338,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
691,False,"{'a': 0.5, 'e': 0.5009015368198305}",25,-14,5.367136727416192,"{0: 33, 1: 2, 2: 4, 3: 0, 4: 0}",0
692,False,"{'a': 0.5, 'e': 0.5004006352830107}",25,-3,-7.29541765988876,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 1}",0
693,False,"{'a': 0.5, 'e': 0.4999002346477277}",35,15,-69.79089018984578,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",1
694,False,"{'a': 0.5, 'e': 0.49940033441307996}",20,3,-10.07324301783413,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
695,False,"{'a': 0.5, 'e': 0.49890093407866687}",25,3,22.34712898103511,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
696,False,"{'a': 0.5, 'e': 0.4984020331445882}",20,6,-15.10767893028147,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
697,False,"{'a': 0.5, 'e': 0.4979036311114436}",25,15,5.412057205333855,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
698,False,"{'a': 0.5, 'e': 0.4974057274803321}",20,-7,-62.36058659465967,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 2}",0
699,False,"{'a': 0.5, 'e': 0.49690832175285177}",20,6,15.072009282729516,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
700,False,"{'a': 0.5, 'e': 0.4964114134310989}",20,1,-62.79033941850541,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
701,False,"{'a': 0.5, 'e': 0.4959150020176678}",25,10,-36.07457807241935,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
702,False,"{'a': 0.5, 'e': 0.49541908701565013}",25,-24,-119.39229856646625,"{0: 39, 1: 2, 2: 5, 3: 0, 4: 3}",0
703,False,"{'a': 0.5, 'e': 0.49492366792863446}",25,17,-6.235621269411897,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
704,False,"{'a': 0.5, 'e': 0.4944287442607058}",20,-16,-102.65849316599318,"{0: 29, 1: 2, 2: 2, 3: 0, 4: 3}",0
705,False,"{'a': 0.5, 'e': 0.4939343155164451}",20,-18,-55.36945596044701,"{0: 30, 1: 2, 2: 4, 3: 1, 4: 1}",0
706,False,"{'a': 0.5, 'e': 0.4934403812009287}",25,17,9.03150554052941,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.5, 'e': 0.4929469408197278}",30,16,-80.11567565531597,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
708,False,"{'a': 0.5, 'e': 0.49245399387890804}",20,16,9.937159363040205,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.5, 'e': 0.4919615398850291}",25,14,8.240295775486025,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
710,False,"{'a': 0.5, 'e': 0.4914695783451441}",20,13,12.388005692583224,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.5, 'e': 0.4909781087667989}",20,14,-2.034054481220929,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.5, 'e': 0.4904871306580321}",20,-8,12.345299274886486,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 0}",0
713,False,"{'a': 0.5, 'e': 0.4899966435273741}",25,7,-14.970647192162579,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
714,False,"{'a': 0.5, 'e': 0.4895066468838467}",30,15,19.954550793579028,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.5, 'e': 0.48901714023696286}",20,7,-2.393887868844722,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
716,False,"{'a': 0.5, 'e': 0.4885281230967259}",25,-30,-20.329701301692907,"{0: 44, 1: 3, 2: 8, 3: 0, 4: 0}",0
717,False,"{'a': 0.5, 'e': 0.48803959497362914}",25,17,16.73654580558953,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.5, 'e': 0.4875515553786555}",30,3,-75.46888432531487,"{0: 18, 1: 4, 2: 3, 3: 1, 4: 1}",1
719,False,"{'a': 0.5, 'e': 0.48706400382327686}",25,5,-95.96126604825793,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",1
720,False,"{'a': 0.5, 'e': 0.4865769398194536}",30,5,-34.44472830393053,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",1
721,False,"{'a': 0.5, 'e': 0.48609036287963414}",25,16,-4.770586598535994,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
722,False,"{'a': 0.5, 'e': 0.48560427251675453}",20,-15,-50.28717022792572,"{0: 28, 1: 2, 2: 3, 3: 1, 4: 1}",0
723,False,"{'a': 0.5, 'e': 0.48511866824423777}",25,14,14.520880086338327,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.5, 'e': 0.4846335495759935}",25,-23,-17.013614939160732,"{0: 41, 1: 2, 2: 4, 3: 0, 4: 1}",0
725,False,"{'a': 0.5, 'e': 0.4841489160264175}",25,-3,-24.130902438759925,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 0}",0
726,False,"{'a': 0.5, 'e': 0.4836647671103911}",20,9,-30.84991745840053,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
727,False,"{'a': 0.5, 'e': 0.4831811023432807}",25,-1,-66.57168718150201,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 1}",1
728,False,"{'a': 0.5, 'e': 0.4826979212409374}",25,6,-40.068537420648205,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
729,False,"{'a': 0.5, 'e': 0.48221522331969646}",25,-2,-94.77279479643228,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 2}",0
730,False,"{'a': 0.5, 'e': 0.48173300809637676}",30,-10,43.07122713277649,"{0: 37, 1: 2, 2: 1, 3: 0, 4: 0}",0
731,False,"{'a': 0.5, 'e': 0.48125127508828036}",25,17,-29.396831923979892,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
732,False,"{'a': 0.5, 'e': 0.48077002381319206}",30,2,-27.058355124364603,"{0: 22, 1: 0, 2: 6, 3: 0, 4: 0}",1
733,False,"{'a': 0.5, 'e': 0.48028925378937887}",20,1,-131.38450743020368,"{0: 11, 1: 0, 2: 3, 3: 4, 4: 1}",1
734,False,"{'a': 0.5, 'e': 0.47980896453558947}",20,-2,-91.36192687431407,"{0: 16, 1: 0, 2: 2, 3: 3, 4: 1}",0
735,False,"{'a': 0.5, 'e': 0.4793291555710539}",25,5,2.3637076217222974,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
736,False,"{'a': 0.5, 'e': 0.47884982641548285}",20,-9,-40.98224611914126,"{0: 23, 1: 3, 2: 2, 3: 0, 4: 1}",0
737,False,"{'a': 0.5, 'e': 0.47837097658906735}",25,-16,-80.11989798957748,"{0: 33, 1: 3, 2: 2, 3: 1, 4: 2}",0
738,False,"{'a': 0.5, 'e': 0.47789260561247826}",25,5,5.77833646557203,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
739,False,"{'a': 0.5, 'e': 0.4774147130068658}",25,10,12.908299040995242,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
740,False,"{'a': 0.5, 'e': 0.4769372982938589}",25,-5,-43.42865607929171,"{0: 26, 1: 1, 2: 0, 3: 2, 4: 1}",0
741,False,"{'a': 0.5, 'e': 0.47646036099556505}",20,4,22.641896115831813,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.5, 'e': 0.47598390063456947}",20,2,-55.991121366431855,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
743,False,"{'a': 0.5, 'e': 0.4755079167339349}",30,11,21.49881742010691,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.5, 'e': 0.47503240881720094}",30,-13,-47.27993240621951,"{0: 35, 1: 0, 2: 7, 3: 0, 4: 1}",0
745,False,"{'a': 0.5, 'e': 0.47455737640838375}",25,6,20.422050346209286,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.5, 'e': 0.47408281903197536}",30,18,-18.762887401628223,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
747,False,"{'a': 0.5, 'e': 0.47360873621294336}",20,-2,-31.834897593283905,"{0: 17, 1: 2, 2: 1, 3: 2, 4: 0}",0
748,False,"{'a': 0.5, 'e': 0.4731351274767304}",25,17,16.532272905036823,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.5, 'e': 0.4726619923492537}",25,-27,-138.33522151655927,"{0: 37, 1: 3, 2: 7, 3: 4, 4: 1}",0
750,False,"{'a': 0.5, 'e': 0.47218933035690447}",20,-9,21.27967749341615,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 0}",0
751,False,"{'a': 0.5, 'e': 0.47171714102654755}",20,6,-22.66735297377636,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
752,False,"{'a': 0.5, 'e': 0.471245423885521}",25,-1,-109.6266166728806,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 2}",1
753,False,"{'a': 0.5, 'e': 0.47077417846163544}",25,-6,-46.94763485494325,"{0: 23, 1: 1, 2: 6, 3: 1, 4: 0}",0
754,False,"{'a': 0.5, 'e': 0.4703034042831738}",30,1,13.982913339746798,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 0}",1
755,False,"{'a': 0.5, 'e': 0.46983310087889063}",30,8,-21.2704485303787,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
756,False,"{'a': 0.5, 'e': 0.46936326777801174}",35,10,12.639362709040386,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",1
757,False,"{'a': 0.5, 'e': 0.4688939045102337}",25,-9,-0.19278240448295025,"{0: 29, 1: 0, 2: 5, 3: 0, 4: 0}",0
758,False,"{'a': 0.5, 'e': 0.4684250106057235}",25,7,-65.32138808254096,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
759,False,"{'a': 0.5, 'e': 0.46795658559511777}",20,5,-73.47143256197033,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 2}",1
760,False,"{'a': 0.5, 'e': 0.46748862900952265}",35,17,-49.87686019458213,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
761,False,"{'a': 0.5, 'e': 0.4670211403805131}",20,7,11.711674367217213,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
762,False,"{'a': 0.5, 'e': 0.4665541192401326}",35,17,-38.896269947419036,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
763,False,"{'a': 0.5, 'e': 0.4660875651208925}",25,5,-53.587380453063645,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",1
764,False,"{'a': 0.5, 'e': 0.4656214775557716}",25,5,25.018861759140876,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
765,False,"{'a': 0.5, 'e': 0.46515585607821586}",25,11,16.852082364666646,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
766,False,"{'a': 0.5, 'e': 0.46469070022213765}",30,13,-66.44820333456002,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
767,False,"{'a': 0.5, 'e': 0.4642260095219155}",20,11,13.858979785610195,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.5, 'e': 0.4637617835123936}",25,-8,-40.67730295033519,"{0: 27, 1: 1, 2: 2, 3: 3, 4: 0}",0
769,False,"{'a': 0.5, 'e': 0.46329802172888124}",20,-11,-50.22418958587371,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 1}",0
770,False,"{'a': 0.5, 'e': 0.46283472370715234}",25,11,3.8594301277588574,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
771,False,"{'a': 0.5, 'e': 0.46237188898344517}",20,0,9.289943707252943,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
772,False,"{'a': 0.5, 'e': 0.4619095170944617}",25,20,11.336593752605589,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.5, 'e': 0.46144760757736725}",20,-50,-120.04100861764917,"{0: 56, 1: 5, 2: 5, 3: 1, 4: 3}",0
774,False,"{'a': 0.5, 'e': 0.46098615996978987}",20,9,-21.146817809100448,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
775,False,"{'a': 0.5, 'e': 0.46052517380982005}",20,0,30.199992324472575,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
